vehiclecount,updatetime,id,totalspaces,garagecode,streamdate,streamtime,day
549,31:49.8,33363,953,BRUUNS,11/3/2014 0:00,4:20:08,PM
199,31:49.8,33364,130,BUSGADEHUSET,11/3/2014 0:00,4:20:08,PM
286,31:49.8,33365,400,MAGASIN,11/3/2014 0:00,4:20:08,PM
60,31:49.8,33366,210,KALKVAERKSVEJ,11/3/2014 0:00,4:20:08,PM
511,31:49.8,33367,700,SALLING,11/3/2014 0:00,4:20:08,PM
33,01:49.8,33368,65,NORREPORT,11/3/2014 0:00,4:20:08,PM
512,01:49.8,33369,512,SKOLEBAKKEN,11/3/2014 0:00,4:20:08,PM
914,01:49.8,33370,1240,SCANDCENTER,11/3/2014 0:00,4:20:08,PM
543,01:49.8,33371,953,BRUUNS,11/3/2014 0:00,4:20:08,PM
210,01:49.8,33372,130,BUSGADEHUSET,11/3/2014 0:00,4:20:08,PM
304,01:49.8,33373,400,MAGASIN,11/3/2014 0:00,4:20:08,PM
60,01:49.8,33374,210,KALKVAERKSVEJ,11/3/2014 0:00,4:20:08,PM
506,01:49.8,33375,700,SALLING,11/3/2014 0:00,4:20:08,PM
34,31:49.9,33376,65,NORREPORT,11/3/2014 0:00,4:20:08,PM
512,31:49.9,33377,512,SKOLEBAKKEN,11/3/2014 0:00,4:20:08,PM
912,31:49.9,33378,1240,SCANDCENTER,11/3/2014 0:00,4:20:08,PM
534,31:49.9,33379,953,BRUUNS,11/3/2014 0:00,4:20:08,PM
210,31:49.9,33380,130,BUSGADEHUSET,11/3/2014 0:00,4:20:08,PM
306,31:49.9,33381,400,MAGASIN,11/3/2014 0:00,4:20:08,PM
60,31:49.9,33382,210,KALKVAERKSVEJ,11/3/2014 0:00,4:20:08,PM
495,31:49.9,33383,700,SALLING,11/3/2014 0:00,4:20:08,PM
32,01:49.9,33384,65,NORREPORT,11/3/2014 0:00,4:20:08,PM
512,01:49.9,33385,512,SKOLEBAKKEN,11/3/2014 0:00,4:20:08,PM
906,01:49.9,33386,1240,SCANDCENTER,11/3/2014 0:00,4:20:08,PM
533,01:49.9,33387,953,BRUUNS,11/3/2014 0:00,4:20:08,PM
211,01:49.9,33388,130,BUSGADEHUSET,11/3/2014 0:00,4:20:08,PM
292,01:49.9,33389,400,MAGASIN,11/3/2014 0:00,4:20:08,PM
60,01:49.9,33390,210,KALKVAERKSVEJ,11/3/2014 0:00,4:20:08,PM
471,01:49.9,33391,700,SALLING,11/3/2014 0:00,4:20:08,PM
36,31:49.9,33392,65,NORREPORT,11/3/2014 0:00,4:20:08,PM
512,31:49.9,33393,512,SKOLEBAKKEN,11/3/2014 0:00,4:20:08,PM
897,31:49.9,33394,1240,SCANDCENTER,11/3/2014 0:00,4:20:08,PM
533,31:49.9,33395,953,BRUUNS,11/3/2014 0:00,4:20:08,PM
211,31:49.9,33396,130,BUSGADEHUSET,11/3/2014 0:00,4:20:08,PM
261,31:49.9,33397,400,MAGASIN,11/3/2014 0:00,4:20:08,PM
51,31:49.9,33398,210,KALKVAERKSVEJ,11/3/2014 0:00,4:20:08,PM
447,31:49.9,33399,700,SALLING,11/3/2014 0:00,4:20:08,PM
34,01:49.9,33400,65,NORREPORT,11/3/2014 0:00,4:20:08,PM
512,01:49.9,33401,512,SKOLEBAKKEN,11/3/2014 0:00,4:20:08,PM
880,01:49.9,33402,1240,SCANDCENTER,11/3/2014 0:00,4:20:08,PM
526,01:49.9,33403,953,BRUUNS,11/3/2014 0:00,4:20:08,PM
216,01:49.9,33404,130,BUSGADEHUSET,11/3/2014 0:00,4:20:08,PM
259,01:49.9,33405,400,MAGASIN,11/3/2014 0:00,4:20:08,PM
49,01:49.9,33406,210,KALKVAERKSVEJ,11/3/2014 0:00,4:20:08,PM
439,01:49.9,33407,700,SALLING,11/3/2014 0:00,4:20:08,PM
26,31:49.9,33408,65,NORREPORT,11/3/2014 0:00,4:20:08,PM
512,31:49.9,33409,512,SKOLEBAKKEN,11/3/2014 0:00,4:20:08,PM
800,31:49.9,33410,1240,SCANDCENTER,11/3/2014 0:00,4:20:08,PM
534,31:49.9,33411,953,BRUUNS,11/3/2014 0:00,4:20:08,PM
213,31:49.9,33412,130,BUSGADEHUSET,11/3/2014 0:00,4:20:08,PM
240,31:49.9,33413,400,MAGASIN,11/3/2014 0:00,4:20:08,PM
36,31:49.9,33414,210,KALKVAERKSVEJ,11/3/2014 0:00,4:20:08,PM
412,31:49.9,33415,700,SALLING,11/3/2014 0:00,4:20:08,PM
32,01:49.9,33416,65,NORREPORT,11/3/2014 0:00,4:20:08,PM
512,01:49.9,33417,512,SKOLEBAKKEN,11/3/2014 0:00,4:20:08,PM
744,01:49.9,33418,1240,SCANDCENTER,11/3/2014 0:00,4:20:08,PM
559,01:49.9,33419,953,BRUUNS,11/3/2014 0:00,4:20:08,PM
214,01:49.9,33420,130,BUSGADEHUSET,11/3/2014 0:00,4:20:08,PM
246,01:49.9,33421,400,MAGASIN,11/3/2014 0:00,4:20:08,PM
37,01:49.9,33422,210,KALKVAERKSVEJ,11/3/2014 0:00,4:20:08,PM
388,01:49.9,33423,700,SALLING,11/3/2014 0:00,4:20:08,PM
28,31:49.9,33424,65,NORREPORT,11/3/2014 0:00,4:20:08,PM
512,31:49.9,33425,512,SKOLEBAKKEN,11/3/2014 0:00,4:20:08,PM
685,31:49.9,33426,1240,SCANDCENTER,11/3/2014 0:00,4:20:08,PM
586,31:49.9,33427,953,BRUUNS,11/3/2014 0:00,4:20:08,PM
212,31:49.9,33428,130,BUSGADEHUSET,11/3/2014 0:00,4:20:08,PM
239,31:49.9,33429,400,MAGASIN,11/3/2014 0:00,4:20:08,PM
28,31:49.9,33430,210,KALKVAERKSVEJ,11/3/2014 0:00,4:20:08,PM
392,31:49.9,33431,700,SALLING,11/3/2014 0:00,4:20:08,PM
31,01:49.9,33432,65,NORREPORT,11/3/2014 0:00,4:20:08,PM
512,01:49.9,33433,512,SKOLEBAKKEN,11/3/2014 0:00,4:20:08,PM
700,01:49.9,33434,1240,SCANDCENTER,11/3/2014 0:00,4:20:08,PM
587,01:49.9,33435,953,BRUUNS,11/3/2014 0:00,4:20:08,PM
214,01:49.9,33436,130,BUSGADEHUSET,11/3/2014 0:00,4:20:08,PM
235,01:49.9,33437,400,MAGASIN,11/3/2014 0:00,4:20:08,PM
33,01:49.9,33438,210,KALKVAERKSVEJ,11/3/2014 0:00,4:20:08,PM
373,01:49.9,33439,700,SALLING,11/3/2014 0:00,4:20:08,PM
32,31:49.9,33440,65,NORREPORT,11/3/2014 0:00,4:20:08,PM
512,31:49.9,33441,512,SKOLEBAKKEN,11/3/2014 0:00,4:20:08,PM
686,31:49.9,33442,1240,SCANDCENTER,11/3/2014 0:00,4:20:08,PM
591,31:49.9,33443,953,BRUUNS,11/3/2014 0:00,4:20:08,PM
220,31:49.9,33444,130,BUSGADEHUSET,11/3/2014 0:00,4:20:08,PM
243,31:49.9,33445,400,MAGASIN,11/3/2014 0:00,4:20:08,PM
35,31:49.9,33446,210,KALKVAERKSVEJ,11/3/2014 0:00,4:20:08,PM
334,31:49.9,33447,700,SALLING,11/3/2014 0:00,4:20:08,PM
33,01:49.9,33448,65,NORREPORT,11/3/2014 0:00,4:20:08,PM
512,01:49.9,33449,512,SKOLEBAKKEN,11/3/2014 0:00,4:20:08,PM
687,01:49.9,33450,1240,SCANDCENTER,11/3/2014 0:00,4:20:08,PM
552,01:49.9,33451,953,BRUUNS,11/3/2014 0:00,4:20:08,PM
218,01:49.9,33452,130,BUSGADEHUSET,11/3/2014 0:00,4:20:08,PM
237,01:49.9,33453,400,MAGASIN,11/3/2014 0:00,4:20:08,PM
48,01:49.9,33454,210,KALKVAERKSVEJ,11/3/2014 0:00,4:20:08,PM
329,01:49.9,33455,700,SALLING,11/3/2014 0:00,4:20:08,PM
37,31:49.9,33456,65,NORREPORT,11/3/2014 0:00,4:20:08,PM
512,31:49.9,33457,512,SKOLEBAKKEN,11/3/2014 0:00,4:20:08,PM
687,31:49.9,33458,1240,SCANDCENTER,11/3/2014 0:00,4:20:08,PM
545,31:49.9,33459,953,BRUUNS,11/3/2014 0:00,4:20:08,PM
220,31:49.9,33460,130,BUSGADEHUSET,11/3/2014 0:00,4:20:08,PM
218,31:49.9,33461,400,MAGASIN,11/3/2014 0:00,4:20:08,PM
50,31:49.9,33462,210,KALKVAERKSVEJ,11/3/2014 0:00,4:20:08,PM
300,31:49.9,33463,700,SALLING,11/3/2014 0:00,4:20:08,PM
43,01:49.9,33464,65,NORREPORT,11/3/2014 0:00,4:20:08,PM
512,01:49.9,33465,512,SKOLEBAKKEN,11/3/2014 0:00,4:20:08,PM
685,01:49.9,33466,1240,SCANDCENTER,11/3/2014 0:00,4:20:08,PM
501,01:49.9,33467,953,BRUUNS,11/3/2014 0:00,4:20:08,PM
221,01:49.9,33468,130,BUSGADEHUSET,11/3/2014 0:00,4:20:08,PM
210,01:49.9,33469,400,MAGASIN,11/3/2014 0:00,4:20:08,PM
52,01:49.9,33470,210,KALKVAERKSVEJ,11/3/2014 0:00,4:20:08,PM
272,01:49.9,33471,700,SALLING,11/3/2014 0:00,4:20:08,PM
50,31:49.9,33472,65,NORREPORT,11/3/2014 0:00,4:20:08,PM
512,31:49.9,33473,512,SKOLEBAKKEN,11/3/2014 0:00,4:20:08,PM
677,31:49.9,33474,1240,SCANDCENTER,11/3/2014 0:00,4:20:08,PM
429,31:49.9,33475,953,BRUUNS,11/3/2014 0:00,4:20:08,PM
215,31:49.9,33476,130,BUSGADEHUSET,11/3/2014 0:00,4:20:08,PM
187,31:49.9,33477,400,MAGASIN,11/3/2014 0:00,4:20:08,PM
55,31:49.9,33478,210,KALKVAERKSVEJ,11/3/2014 0:00,4:20:08,PM
248,31:49.9,33479,700,SALLING,11/3/2014 0:00,4:20:08,PM
49,01:49.9,33480,65,NORREPORT,11/3/2014 0:00,4:20:08,PM
512,01:49.9,33481,512,SKOLEBAKKEN,11/3/2014 0:00,4:20:08,PM
664,01:49.9,33482,1240,SCANDCENTER,11/3/2014 0:00,4:20:08,PM
341,01:49.9,33483,953,BRUUNS,11/3/2014 0:00,4:20:08,PM
218,01:49.9,33484,130,BUSGADEHUSET,11/3/2014 0:00,4:20:08,PM
161,01:49.9,33485,400,MAGASIN,11/3/2014 0:00,4:20:08,PM
51,01:49.9,33486,210,KALKVAERKSVEJ,11/3/2014 0:00,4:20:08,PM
212,01:49.9,33487,700,SALLING,11/3/2014 0:00,4:20:08,PM
52,31:49.9,33488,65,NORREPORT,11/3/2014 0:00,4:20:08,PM
512,31:49.9,33489,512,SKOLEBAKKEN,11/3/2014 0:00,4:20:08,PM
682,31:49.9,33490,1240,SCANDCENTER,11/3/2014 0:00,4:20:08,PM
305,31:49.9,33491,953,BRUUNS,11/3/2014 0:00,4:20:08,PM
214,31:49.9,33492,130,BUSGADEHUSET,11/3/2014 0:00,4:20:08,PM
131,31:49.9,33493,400,MAGASIN,11/3/2014 0:00,4:20:08,PM
47,31:49.9,33494,210,KALKVAERKSVEJ,11/3/2014 0:00,4:20:08,PM
168,31:49.9,33495,700,SALLING,11/3/2014 0:00,4:20:08,PM
51,01:49.9,33496,65,NORREPORT,11/3/2014 0:00,4:20:08,PM
512,01:49.9,33497,512,SKOLEBAKKEN,11/3/2014 0:00,4:20:08,PM
667,01:49.9,33498,1240,SCANDCENTER,11/3/2014 0:00,4:20:08,PM
277,01:49.9,33499,953,BRUUNS,11/3/2014 0:00,4:20:08,PM
214,01:49.9,33500,130,BUSGADEHUSET,11/3/2014 0:00,4:20:08,PM
95,01:49.9,33501,400,MAGASIN,11/3/2014 0:00,4:20:08,PM
45,01:49.9,33502,210,KALKVAERKSVEJ,11/3/2014 0:00,4:20:08,PM
144,01:49.9,33503,700,SALLING,11/3/2014 0:00,4:20:08,PM
52,31:49.9,33504,65,NORREPORT,11/3/2014 0:00,4:20:08,PM
512,31:49.9,33505,512,SKOLEBAKKEN,11/3/2014 0:00,4:20:08,PM
634,31:49.9,33506,1240,SCANDCENTER,11/3/2014 0:00,4:20:08,PM
209,31:49.9,33507,953,BRUUNS,11/3/2014 0:00,4:20:08,PM
217,31:49.9,33508,130,BUSGADEHUSET,11/3/2014 0:00,4:20:08,PM
68,31:49.9,33509,400,MAGASIN,11/3/2014 0:00,4:20:08,PM
39,31:49.9,33510,210,KALKVAERKSVEJ,11/3/2014 0:00,4:20:08,PM
123,31:49.9,33511,700,SALLING,11/3/2014 0:00,4:20:08,PM
51,01:49.9,33512,65,NORREPORT,11/3/2014 0:00,4:20:08,PM
512,01:49.9,33513,512,SKOLEBAKKEN,11/3/2014 0:00,4:20:08,PM
606,01:49.9,33514,1240,SCANDCENTER,11/3/2014 0:00,4:20:08,PM
180,01:49.9,33515,953,BRUUNS,11/3/2014 0:00,4:20:08,PM
205,01:49.9,33516,130,BUSGADEHUSET,11/3/2014 0:00,4:20:08,PM
50,01:49.9,33517,400,MAGASIN,11/3/2014 0:00,4:20:08,PM
35,01:49.9,33518,210,KALKVAERKSVEJ,11/3/2014 0:00,4:20:08,PM
111,01:49.9,33519,700,SALLING,11/3/2014 0:00,4:20:08,PM
49,31:49.9,33520,65,NORREPORT,11/3/2014 0:00,4:20:08,PM
512,31:49.9,33521,512,SKOLEBAKKEN,11/3/2014 0:00,4:20:08,PM
544,31:49.9,33522,1240,SCANDCENTER,11/3/2014 0:00,4:20:08,PM
161,31:49.9,33523,953,BRUUNS,11/3/2014 0:00,4:20:08,PM
205,31:49.9,33524,130,BUSGADEHUSET,11/3/2014 0:00,4:20:08,PM
31,31:49.9,33525,400,MAGASIN,11/3/2014 0:00,4:20:08,PM
30,31:49.9,33526,210,KALKVAERKSVEJ,11/3/2014 0:00,4:20:08,PM
91,31:49.9,33527,700,SALLING,11/3/2014 0:00,4:20:08,PM
48,01:49.9,33528,65,NORREPORT,11/3/2014 0:00,4:20:08,PM
512,01:49.9,33529,512,SKOLEBAKKEN,11/3/2014 0:00,4:20:08,PM
521,01:49.9,33530,1240,SCANDCENTER,11/3/2014 0:00,4:20:08,PM
125,01:49.9,33531,953,BRUUNS,11/3/2014 0:00,4:20:08,PM
203,01:49.9,33532,130,BUSGADEHUSET,11/3/2014 0:00,4:20:08,PM
25,01:49.9,33533,400,MAGASIN,11/3/2014 0:00,4:20:08,PM
24,01:49.9,33534,210,KALKVAERKSVEJ,11/3/2014 0:00,4:20:08,PM
86,01:49.9,33535,700,SALLING,11/3/2014 0:00,4:20:08,PM
41,31:49.9,33536,65,NORREPORT,11/3/2014 0:00,4:20:08,PM
512,31:49.9,33537,512,SKOLEBAKKEN,11/3/2014 0:00,4:20:08,PM
487,31:49.9,33538,1240,SCANDCENTER,11/3/2014 0:00,4:20:08,PM
99,31:49.9,33539,953,BRUUNS,11/3/2014 0:00,4:20:08,PM
199,31:49.9,33540,130,BUSGADEHUSET,11/3/2014 0:00,4:20:08,PM
18,31:49.9,33541,400,MAGASIN,11/3/2014 0:00,4:20:08,PM
22,31:49.9,33542,210,KALKVAERKSVEJ,11/3/2014 0:00,4:20:08,PM
80,31:49.9,33543,700,SALLING,11/3/2014 0:00,4:20:08,PM
39,01:49.8,33544,65,NORREPORT,11/3/2014 0:00,4:20:08,PM
512,01:49.8,33545,512,SKOLEBAKKEN,11/3/2014 0:00,4:20:08,PM
381,01:49.8,33546,1240,SCANDCENTER,11/3/2014 0:00,4:20:08,PM
41,01:49.8,33547,953,BRUUNS,11/3/2014 0:00,4:20:08,PM
195,01:49.8,33548,130,BUSGADEHUSET,11/3/2014 0:00,4:20:08,PM
11,01:49.8,33549,400,MAGASIN,11/3/2014 0:00,4:20:08,PM
19,01:49.8,33550,210,KALKVAERKSVEJ,11/3/2014 0:00,4:20:08,PM
73,01:49.8,33551,700,SALLING,11/3/2014 0:00,4:20:08,PM
37,31:49.9,33552,65,NORREPORT,11/3/2014 0:00,4:20:08,PM
512,31:49.9,33553,512,SKOLEBAKKEN,11/3/2014 0:00,4:20:08,PM
363,31:49.9,33554,1240,SCANDCENTER,11/3/2014 0:00,4:20:08,PM
34,31:49.9,33555,953,BRUUNS,11/3/2014 0:00,4:20:08,PM
186,31:49.9,33556,130,BUSGADEHUSET,11/3/2014 0:00,4:20:08,PM
8,31:49.9,33557,400,MAGASIN,11/3/2014 0:00,4:20:08,PM
13,31:49.9,33558,210,KALKVAERKSVEJ,11/3/2014 0:00,4:20:08,PM
73,31:49.9,33559,700,SALLING,11/3/2014 0:00,4:20:08,PM
39,01:49.9,33560,65,NORREPORT,11/3/2014 0:00,4:20:08,PM
512,01:49.9,33561,512,SKOLEBAKKEN,11/3/2014 0:00,4:20:08,PM
357,01:49.9,33562,1240,SCANDCENTER,11/3/2014 0:00,4:20:08,PM
20,01:49.9,33563,953,BRUUNS,11/3/2014 0:00,4:20:08,PM
186,01:49.9,33564,130,BUSGADEHUSET,11/3/2014 0:00,4:20:08,PM
5,01:49.9,33565,400,MAGASIN,11/3/2014 0:00,4:20:08,PM
11,01:49.9,33566,210,KALKVAERKSVEJ,11/3/2014 0:00,4:20:08,PM
71,01:49.9,33567,700,SALLING,11/3/2014 0:00,4:20:08,PM
38,31:49.9,33568,65,NORREPORT,11/3/2014 0:00,4:20:08,PM
512,31:49.9,33569,512,SKOLEBAKKEN,11/3/2014 0:00,4:20:08,PM
356,31:49.9,33570,1240,SCANDCENTER,11/3/2014 0:00,4:20:08,PM
19,31:49.9,33571,953,BRUUNS,11/3/2014 0:00,4:20:08,PM
181,31:49.9,33572,130,BUSGADEHUSET,11/3/2014 0:00,4:20:08,PM
4,31:49.9,33573,400,MAGASIN,11/3/2014 0:00,4:20:08,PM
10,31:49.9,33574,210,KALKVAERKSVEJ,11/3/2014 0:00,4:20:08,PM
70,31:49.9,33575,700,SALLING,11/3/2014 0:00,4:20:08,PM
35,01:49.8,33576,65,NORREPORT,11/3/2014 0:00,4:20:08,PM
512,01:49.8,33577,512,SKOLEBAKKEN,11/3/2014 0:00,4:20:08,PM
358,01:49.8,33578,1240,SCANDCENTER,11/3/2014 0:00,4:20:08,PM
19,01:49.8,33579,953,BRUUNS,11/3/2014 0:00,4:20:08,PM
177,01:49.8,33580,130,BUSGADEHUSET,11/3/2014 0:00,4:20:08,PM
4,01:49.8,33581,400,MAGASIN,11/3/2014 0:00,4:20:08,PM
9,01:49.8,33582,210,KALKVAERKSVEJ,11/3/2014 0:00,4:20:08,PM
69,01:49.8,33583,700,SALLING,11/3/2014 0:00,4:20:08,PM
34,31:49.9,33584,65,NORREPORT,11/3/2014 0:00,4:20:08,PM
512,31:49.9,33585,512,SKOLEBAKKEN,11/3/2014 0:00,4:20:08,PM
356,31:49.9,33586,1240,SCANDCENTER,11/3/2014 0:00,4:20:08,PM
17,31:49.9,33587,953,BRUUNS,11/3/2014 0:00,4:20:08,PM
175,31:49.9,33588,130,BUSGADEHUSET,11/3/2014 0:00,4:20:08,PM
3,31:49.9,33589,400,MAGASIN,11/3/2014 0:00,4:20:08,PM
8,31:49.9,33590,210,KALKVAERKSVEJ,11/3/2014 0:00,4:20:08,PM
68,31:49.9,33591,700,SALLING,11/3/2014 0:00,4:20:08,PM
34,01:49.9,33592,65,NORREPORT,11/3/2014 0:00,4:20:08,PM
512,01:49.9,33593,512,SKOLEBAKKEN,11/3/2014 0:00,4:20:08,PM
356,01:49.9,33594,1240,SCANDCENTER,11/3/2014 0:00,4:20:08,PM
17,01:49.9,33595,953,BRUUNS,11/3/2014 0:00,4:20:08,PM
168,01:49.9,33596,130,BUSGADEHUSET,11/3/2014 0:00,4:20:08,PM
3,01:49.9,33597,400,MAGASIN,11/3/2014 0:00,4:20:08,PM
8,01:49.9,33598,210,KALKVAERKSVEJ,11/3/2014 0:00,4:20:08,PM
67,01:49.9,33599,700,SALLING,11/3/2014 0:00,4:20:08,PM
34,31:49.9,33600,65,NORREPORT,11/3/2014 0:00,4:20:08,PM
512,31:49.9,33601,512,SKOLEBAKKEN,11/3/2014 0:00,4:20:08,PM
356,31:49.9,33602,1240,SCANDCENTER,11/3/2014 0:00,4:20:08,PM
17,31:49.9,33603,953,BRUUNS,11/3/2014 0:00,4:20:08,PM
166,31:49.9,33604,130,BUSGADEHUSET,11/3/2014 0:00,4:20:08,PM
2,31:49.9,33605,400,MAGASIN,11/3/2014 0:00,4:20:08,PM
8,31:49.9,33606,210,KALKVAERKSVEJ,11/3/2014 0:00,4:20:08,PM
67,31:49.9,33607,700,SALLING,11/3/2014 0:00,4:20:08,PM
34,01:49.9,33608,65,NORREPORT,11/3/2014 0:00,4:20:08,PM
512,01:49.9,33609,512,SKOLEBAKKEN,11/3/2014 0:00,4:20:08,PM
356,01:49.9,33610,1240,SCANDCENTER,11/3/2014 0:00,4:20:08,PM
17,01:49.9,33611,953,BRUUNS,11/3/2014 0:00,4:20:08,PM
161,01:49.9,33612,130,BUSGADEHUSET,11/3/2014 0:00,4:20:08,PM
2,01:49.9,33613,400,MAGASIN,11/3/2014 0:00,4:20:08,PM
8,01:49.9,33614,210,KALKVAERKSVEJ,11/3/2014 0:00,4:20:08,PM
67,01:49.9,33615,700,SALLING,11/3/2014 0:00,4:20:08,PM
32,31:49.9,33616,65,NORREPORT,11/3/2014 0:00,4:20:08,PM
512,31:49.9,33617,512,SKOLEBAKKEN,11/3/2014 0:00,4:20:08,PM
356,31:49.9,33618,1240,SCANDCENTER,11/3/2014 0:00,4:20:08,PM
16,31:49.9,33619,953,BRUUNS,11/3/2014 0:00,4:20:08,PM
157,31:49.9,33620,130,BUSGADEHUSET,11/3/2014 0:00,4:20:08,PM
2,31:49.9,33621,400,MAGASIN,11/3/2014 0:00,4:20:08,PM
8,31:49.9,33622,210,KALKVAERKSVEJ,11/3/2014 0:00,4:20:08,PM
67,31:49.9,33623,700,SALLING,11/3/2014 0:00,4:20:08,PM
32,01:49.9,33624,65,NORREPORT,11/3/2014 0:00,4:20:08,PM
512,01:49.9,33625,512,SKOLEBAKKEN,11/3/2014 0:00,4:20:08,PM
357,01:49.9,33626,1240,SCANDCENTER,11/3/2014 0:00,4:20:08,PM
16,01:49.9,33627,953,BRUUNS,11/3/2014 0:00,4:20:08,PM
150,01:49.9,33628,130,BUSGADEHUSET,11/3/2014 0:00,4:20:08,PM
2,01:49.9,33629,400,MAGASIN,11/3/2014 0:00,4:20:08,PM
9,01:49.9,33630,210,KALKVAERKSVEJ,11/3/2014 0:00,4:20:08,PM
67,01:49.9,33631,700,SALLING,11/3/2014 0:00,4:20:08,PM
31,31:49.8,33632,65,NORREPORT,11/3/2014 0:00,4:20:08,PM
512,31:49.8,33633,512,SKOLEBAKKEN,11/3/2014 0:00,4:20:08,PM
357,31:49.8,33634,1240,SCANDCENTER,11/3/2014 0:00,4:20:08,PM
14,31:49.8,33635,953,BRUUNS,11/3/2014 0:00,4:20:08,PM
142,31:49.8,33636,130,BUSGADEHUSET,11/3/2014 0:00,4:20:08,PM
2,31:49.8,33637,400,MAGASIN,11/3/2014 0:00,4:20:08,PM
9,31:49.8,33638,210,KALKVAERKSVEJ,11/3/2014 0:00,4:20:08,PM
67,31:49.8,33639,700,SALLING,11/3/2014 0:00,4:20:08,PM
31,01:49.9,33640,65,NORREPORT,11/3/2014 0:00,4:20:08,PM
512,01:49.9,33641,512,SKOLEBAKKEN,11/3/2014 0:00,4:20:08,PM
357,01:49.9,33642,1240,SCANDCENTER,11/3/2014 0:00,4:20:08,PM
15,01:49.9,33643,953,BRUUNS,11/3/2014 0:00,4:20:08,PM
140,01:49.9,33644,130,BUSGADEHUSET,11/3/2014 0:00,4:20:08,PM
3,01:49.9,33645,400,MAGASIN,11/3/2014 0:00,4:20:08,PM
9,01:49.9,33646,210,KALKVAERKSVEJ,11/3/2014 0:00,4:20:08,PM
67,01:49.9,33647,700,SALLING,11/3/2014 0:00,4:20:08,PM
31,31:49.9,33648,65,NORREPORT,11/3/2014 0:00,4:20:08,PM
512,31:49.9,33649,512,SKOLEBAKKEN,11/3/2014 0:00,4:20:08,PM
358,31:49.9,33650,1240,SCANDCENTER,11/3/2014 0:00,4:20:08,PM
15,31:49.9,33651,953,BRUUNS,11/3/2014 0:00,4:20:08,PM
140,31:49.9,33652,130,BUSGADEHUSET,11/3/2014 0:00,4:20:08,PM
3,31:49.9,33653,400,MAGASIN,11/3/2014 0:00,4:20:08,PM
9,31:49.9,33654,210,KALKVAERKSVEJ,11/3/2014 0:00,4:20:08,PM
67,31:49.9,33655,700,SALLING,11/3/2014 0:00,4:20:08,PM
31,01:49.8,33656,65,NORREPORT,11/3/2014 0:00,4:20:08,PM
512,01:49.8,33657,512,SKOLEBAKKEN,11/3/2014 0:00,4:20:08,PM
358,01:49.8,33658,1240,SCANDCENTER,11/3/2014 0:00,4:20:08,PM
17,01:49.8,33659,953,BRUUNS,11/3/2014 0:00,4:20:08,PM
138,01:49.8,33660,130,BUSGADEHUSET,11/3/2014 0:00,4:20:08,PM
3,01:49.8,33661,400,MAGASIN,11/3/2014 0:00,4:20:08,PM
8,01:49.8,33662,210,KALKVAERKSVEJ,11/3/2014 0:00,4:20:08,PM
66,01:49.8,33663,700,SALLING,11/3/2014 0:00,4:20:08,PM
33,31:49.9,33664,65,NORREPORT,11/3/2014 0:00,4:20:08,PM
512,31:49.9,33665,512,SKOLEBAKKEN,11/3/2014 0:00,4:20:08,PM
357,31:49.9,33666,1240,SCANDCENTER,11/3/2014 0:00,4:20:08,PM
18,31:49.9,33667,953,BRUUNS,11/3/2014 0:00,4:20:08,PM
136,31:49.9,33668,130,BUSGADEHUSET,11/3/2014 0:00,4:20:08,PM
4,31:49.9,33669,400,MAGASIN,11/3/2014 0:00,4:20:08,PM
8,31:49.9,33670,210,KALKVAERKSVEJ,11/3/2014 0:00,4:20:08,PM
67,31:49.9,33671,700,SALLING,11/3/2014 0:00,4:20:08,PM
31,01:49.9,33672,65,NORREPORT,11/3/2014 0:00,4:20:08,PM
512,01:49.9,33673,512,SKOLEBAKKEN,11/3/2014 0:00,4:20:08,PM
365,01:49.9,33674,1240,SCANDCENTER,11/3/2014 0:00,4:20:08,PM
17,01:49.9,33675,953,BRUUNS,11/3/2014 0:00,4:20:08,PM
138,01:49.9,33676,130,BUSGADEHUSET,11/3/2014 0:00,4:20:08,PM
7,01:49.9,33677,400,MAGASIN,11/3/2014 0:00,4:20:08,PM
8,01:49.9,33678,210,KALKVAERKSVEJ,11/3/2014 0:00,4:20:08,PM
70,01:49.9,33679,700,SALLING,11/3/2014 0:00,4:20:08,PM
27,31:49.9,33680,65,NORREPORT,11/3/2014 0:00,4:20:08,PM
512,31:49.9,33681,512,SKOLEBAKKEN,11/3/2014 0:00,4:20:08,PM
371,31:49.9,33682,1240,SCANDCENTER,11/3/2014 0:00,4:20:08,PM
17,31:49.9,33683,953,BRUUNS,11/3/2014 0:00,4:20:08,PM
137,31:49.9,33684,130,BUSGADEHUSET,11/3/2014 0:00,4:20:08,PM
7,31:49.9,33685,400,MAGASIN,11/3/2014 0:00,4:20:08,PM
8,31:49.9,33686,210,KALKVAERKSVEJ,11/3/2014 0:00,4:20:08,PM
71,31:49.9,33687,700,SALLING,11/3/2014 0:00,4:20:08,PM
15,01:49.9,33688,65,NORREPORT,11/3/2014 0:00,4:20:08,PM
512,01:49.9,33689,512,SKOLEBAKKEN,11/3/2014 0:00,4:20:08,PM
378,01:49.9,33690,1240,SCANDCENTER,11/3/2014 0:00,4:20:08,PM
26,01:49.9,33691,953,BRUUNS,11/3/2014 0:00,4:20:08,PM
140,01:49.9,33692,130,BUSGADEHUSET,11/3/2014 0:00,4:20:08,PM
14,01:49.9,33693,400,MAGASIN,11/3/2014 0:00,4:20:08,PM
8,01:49.9,33694,210,KALKVAERKSVEJ,11/3/2014 0:00,4:20:08,PM
